frequency	transf0012	err	RUN0	RUN1	RUN2	RUN3	RUN4	RUN5	RUN6	RUN7	RUN8	RUN9
49.647697	0.063209076175	0.0097964443707	0.060240963855	0.10769230769	0.028571428571	0.033898305085	0.027777777778	0.15625	0.070175438596	0.045454545455	0.041666666667	0.054545454545
49.647699	0.13356766257	0.01426138999	0.19298245614	0.1095890411	0.12765957447	0.13846153846	0.19718309859	0.12280701754	0.085106382979	0.14705882353	0.10810810811	0.098765432099
49.647701	0.079310344828	0.011220379706	0.10204081633	0.035714285714	0.13235294118	0.04	0.064516129032	0.08	0.039215686275	0.058823529412	0.10344827586	0.13333333333
49.647703	0.10810810811	0.013643329304	0.10909090909	0.0625	0.078431372549	0.19607843137	0.14814814815	0.054545454545	0.026315789474	0.075471698113	0.10416666667	0.22448979592
49.647705	0.11070110701	0.013477216795	0.11764705882	0.12280701754	0.10416666667	0.17021276596	0.031746031746	0.072727272727	0.098039215686	0.17073170732	0.13846153846	0.109375
49.647707	0.15201465201	0.015365283498	0.22807017544	0.16666666667	0.11666666667	0.19444444444	0.084745762712	0.24390243902	0.11627906977	0.098360655738	0.20930232558	0.08
49.647709	0.23561151079	0.017997738006	0.22413793103	0.32258064516	0.14492753623	0.22448979592	0.16071428571	0.3137254902	0.22413793103	0.18518518519	0.24	0.34693877551
49.647711	0.29191321499	0.020191386543	0.2	0.24137931034	0.18181818182	0.359375	0.171875	0.36363636364	0.5	0.39024390244	0.31578947368	0.34042553191
49.647713	0.33018867925	0.020427696485	0.38	0.275	0.22	0.34782608696	0.32894736842	0.31578947368	0.43103448276	0.58823529412	0.20408163265	0.27272727273
49.647715	0.36710963455	0.019645536244	0.38157894737	0.31746031746	0.34920634921	0.45098039216	0.34567901235	0.32692307692	0.45833333333	0.48148148148	0.25757575758	0.35416666667
49.647717	0.33879781421	0.020199995279	0.18518518519	0.30188679245	0.32258064516	0.33962264151	0.37931034483	0.40384615385	0.41666666667	0.40476190476	0.32142857143	0.32203389831
49.647719	0.33595284872	0.020935326184	0.33928571429	0.29850746269	0.24193548387	0.33928571429	0.27272727273	0.41509433962	0.43137254902	0.32352941176	0.37209302326	0.3488372093
49.647721	0.25323475046	0.018696274186	0.31034482759	0.19607843137	0.28358208955	0.27272727273	0.3	0.16071428571	0.24074074074	0.16071428571	0.35897435897	0.26666666667
49.647723	0.22664015905	0.018667031002	0.20588235294	0.22033898305	0.23333333333	0.35593220339	0.22950819672	0.37209302326	0.16363636364	0.12	0.125	0.2
49.647725	0.17229129663	0.015915351445	0.25757575758	0.18867924528	0.30769230769	0.12698412698	0.17307692308	0.12	0.15	0.12857142857	0.18181818182	0.096774193548
49.647727	0.14391143911	0.015076737097	0.25	0.2	0.13846153846	0.070175438596	0.12857142857	0.19512195122	0.10256410256	0.088888888889	0.1	0.14754098361
49.647729	0.10377358491	0.013246902663	0.15384615385	0.030303030303	0.10526315789	0.10294117647	0.16326530612	0.088888888889	0.10416666667	0.073170731707	0.04347826087	0.17777777778
49.647731	0.097122302158	0.012558464756	0.14285714286	0.10909090909	0.066666666667	0.076923076923	0.13333333333	0.068181818182	0.10869565217	0.067796610169	0.084745762712	0.10344827586
49.647733	0.097087378641	0.013046698764	0.016949152542	0.045454545455	0.074626865672	0.19607843137	0.1746031746	0.044444444444	0.075471698113	0.081081081081	0.12121212121	0.12698412698
49.647735	0.099290780142	0.012592362393	0.092307692308	0.063492063492	0.18333333333	0.04347826087	0.125	0.14285714286	0.096774193548	0.076923076923	0.075471698113	0.1
49.647737	0.097152428811	0.012121235321	0.19117647059	0.10714285714	0.027027027027	0.054794520548	0.140625	0.125	0.048387096774	0.16279069767	0.053571428571	0.094339622642
49.647739	0.10185185185	0.013015521512	0.13114754098	0.12068965517	0.083333333333	0.084745762712	0.057692307692	0.047619047619	0.065217391304	0.090909090909	0.17307692308	0.17777777778
49.647741	0.069306930693	0.011301754884	0.04	0.016949152542	0.079365079365	0.092592592593	0.094339622642	0.025641025641	0.10416666667	0.14634146341	0	0.084745762712
49.647743	0.080373831776	0.011754011361	0.11904761905	0.045454545455	0.098360655738	0.050847457627	0.055555555556	0.19512195122	0.085106382979	0.12727272727	0.017543859649	0.056603773585
49.647745	0.092337917485	0.012831967271	0.086956521739	0.054545454545	0.15625	0.17777777778	0.083333333333	0.1320754717	0	0.067796610169	0.071428571429	0.06
49.647747	0.093632958801	0.012606536845	0.096774193548	0.1	0.12162162162	0.15789473684	0.033333333333	0.033333333333	0.033333333333	0.057692307692	0.16438356164	0.053571428571
49.647749	0.067590987868	0.010451045094	0.08	0.10447761194	0.016393442623	0.072727272727	0.014925373134	0.13333333333	0.055555555556	0.075757575758	0.034482758621	0.10638297872
49.647751	0.074576271186	0.010815451201	0.13114754098	0.030303030303	0.018867924528	0.074626865672	0.09375	0.053571428571	0.10769230769	0.140625	0.039215686275	0.023255813953
49.647753	0.084095063985	0.011866340041	0.0625	0.15909090909	0.09375	0.086956521739	0.096153846154	0.04	0.063829787234	0.11111111111	0.092307692308	0.037037037037
49.647755	0.076672104405	0.0107464849	0.034482758621	0.082352941176	0.042857142857	0.065573770492	0.067796610169	0.078431372549	0.071428571429	0.083333333333	0.065217391304	0.16417910448
49.647757	0.060708263069	0.0098061110678	0.051282051282	0.096153846154	0.08064516129	0.09375	0.10606060606	0.054545454545	0	0.050847457627	0.029850746269	0.019607843137
49.647759	0.055555555556	0.0098572342115	0.031746031746	0.051724137931	0.096774193548	0.061538461538	0.063492063492	0.075471698113	0.093023255814	0.02	0.054054054054	0
49.647761	0.072727272727	0.011073146595	0.076923076923	0.018518518519	0.046875	0.10666666667	0.054545454545	0.10344827586	0.06	0.072727272727	0.093023255814	0.090909090909
49.647763	0.069033530572	0.011258825355	0.098360655738	0.071428571429	0.076923076923	0.034482758621	0.017543859649	0.10344827586	0.057692307692	0.032786885246	0.058823529412	0.14754098361
49.647765	0.083182640145	0.011743436359	0.087719298246	0.054545454545	0.074074074074	0.11111111111	0.090909090909	0.092592592593	0.12244897959	0.17073170732	0.068965517241	0.014925373134
49.647767	0.064735945486	0.010155956187	0.092307692308	0.068965517241	0.083333333333	0.1	0.033898305085	0.049180327869	0.076923076923	0.018518518519	0.053571428571	0.066666666667
49.647769	0.075403949731	0.011187819911	0.030303030303	0.071428571429	0.083333333333	0.017857142857	0.055555555556	0.078431372549	0.070175438596	0.14583333333	0.063829787234	0.14516129032
